State,Year,Impact Type,Imports,Impact Value,Notes,Sector
Oregon,2022,Sales,With Imports,"266,372,425",,Retail
Oregon,2022,Sales,With Imports,"538,179,850",,Importers
Oregon,2022,Sales,With Imports,"85,486,216",,Seafood Wholesalers & Distributors
Oregon,2022,Sales,Without Imports,"102,045,677",,Seafood Processors & Dealers
Oregon,2022,Sales,Without Imports,"213,015,582",,Commercial Harvesters
Oregon,2022,Sales,Without Imports,"236,752,784",,Retail
Oregon,2022,Sales,Without Imports,"40,060,432",,Seafood Wholesalers & Distributors
Oregon,2022,Sales,Without Imports,"591,874,475",,Total Impacts
Oregon,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
Oregon,2022,Value Added,With Imports,"124,497,447",,Commercial Harvesters
Oregon,2022,Value Added,With Imports,"151,989,722",,Retail
Oregon,2022,Value Added,With Imports,"164,060,782",,Importers
Oregon,2022,Value Added,With Imports,"38,896,148",,Seafood Wholesalers & Distributors
Oregon,2022,Value Added,With Imports,"559,623,893",,Total Impacts
Oregon,2022,Value Added,With Imports,"80,179,794",,Seafood Processors & Dealers
Oregon,2022,Value Added,Without Imports,"124,497,447",,Commercial Harvesters
Oregon,2022,Value Added,Without Imports,"134,693,411",,Retail
Oregon,2022,Value Added,Without Imports,"18,227,379",,Seafood Wholesalers & Distributors
Oregon,2022,Value Added,Without Imports,"328,624,716",,Total Impacts
Oregon,2022,Value Added,Without Imports,"51,206,480",,Seafood Processors & Dealers
Oregon,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
Rhode Island,2022,#Jobs,With Imports,"1,516",,Importers
Rhode Island,2022,#Jobs,With Imports,"3,027",,Commercial Harvesters
Rhode Island,2022,#Jobs,With Imports,"3,852",,Retail
Rhode Island,2022,#Jobs,With Imports,"9,342",,Total Impacts
Rhode Island,2022,#Jobs,With Imports,470,,Seafood Wholesalers & Distributors
Rhode Island,2022,#Jobs,With Imports,476,,Seafood Processors & Dealers
Rhode Island,2022,#Jobs,Without Imports,"2,864",,Retail
Rhode Island,2022,#Jobs,Without Imports,"3,027",,Commercial Harvesters
Rhode Island,2022,#Jobs,Without Imports,"6,480",,Total Impacts
Rhode Island,2022,#Jobs,Without Imports,,N/A - Data are not available.,Importers
Rhode Island,2022,#Jobs,Without Imports,170,,Seafood Wholesalers & Distributors
Rhode Island,2022,#Jobs,Without Imports,419,,Seafood Processors & Dealers
Rhode Island,2022,Income,With Imports,"19,206,412",,Seafood Processors & Dealers
Rhode Island,2022,Income,With Imports,"19,868,893",,Seafood Wholesalers & Distributors
Rhode Island,2022,Income,With Imports,"235,001,933",,Total Impacts
Rhode Island,2022,Income,With Imports,"56,836,095",,Commercial Harvesters
Rhode Island,2022,Income,With Imports,"66,847,573",,Importers
Rhode Island,2022,Income,With Imports,"72,242,961",,Retail
Rhode Island,2022,Income,Without Imports,"133,902,087",,Total Impacts
Rhode Island,2022,Income,Without Imports,"16,884,916",,Seafood Processors & Dealers
Rhode Island,2022,Income,Without Imports,"52,982,602",,Retail
Rhode Island,2022,Income,Without Imports,"56,836,095",,Commercial Harvesters
Rhode Island,2022,Income,Without Imports,"7,198,474",,Seafood Wholesalers & Distributors
Rhode Island,2022,Income,Without Imports,,N/A - Data are not available.,Importers
Rhode Island,2022,Sales,With Imports,"163,958,025",,Retail
Rhode Island,2022,Sales,With Imports,"185,484,310",,Commercial Harvesters
Rhode Island,2022,Sales,With Imports,"417,095,889",,Importers
Rhode Island,2022,Sales,With Imports,"49,564,334",,Seafood Processors & Dealers
Rhode Island,2022,Sales,With Imports,"56,075,179",,Seafood Wholesalers & Distributors
Rhode Island,2022,Sales,With Imports,"872,177,735",,Total Impacts
Rhode Island,2022,Sales,Without Imports,"120,785,984",,Retail
Rhode Island,2022,Sales,Without Imports,"185,484,310",,Commercial Harvesters
Rhode Island,2022,Sales,Without Imports,"20,315,965",,Seafood Wholesalers & Distributors
Rhode Island,2022,Sales,Without Imports,"370,159,709",,Total Impacts
Rhode Island,2022,Sales,Without Imports,"43,573,451",,Seafood Processors & Dealers
Rhode Island,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
Rhode Island,2022,Value Added,With Imports,"127,149,089",,Importers
Rhode Island,2022,Value Added,With Imports,"24,958,557",,Seafood Processors & Dealers
Rhode Island,2022,Value Added,With Imports,"26,143,422",,Seafood Wholesalers & Distributors
Rhode Island,2022,Value Added,With Imports,"359,216,751",,Total Impacts
Rhode Island,2022,Value Added,With Imports,"88,043,797",,Commercial Harvesters
Rhode Island,2022,Value Added,With Imports,"92,921,886",,Retail
Rhode Island,2022,Value Added,Without Imports,"187,702,344",,Total Impacts
Rhode Island,2022,Value Added,Without Imports,"21,941,795",,Seafood Processors & Dealers
Rhode Island,2022,Value Added,Without Imports,"68,245,024",,Retail
Rhode Island,2022,Value Added,Without Imports,"88,043,797",,Commercial Harvesters
Rhode Island,2022,Value Added,Without Imports,"9,471,728",,Seafood Wholesalers & Distributors
Rhode Island,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
South Carolina,2022,#Jobs,With Imports,"1,865",,Total Impacts
South Carolina,2022,#Jobs,With Imports,115,,Seafood Processors & Dealers
South Carolina,2022,#Jobs,With Imports,120,,Seafood Wholesalers & Distributors
South Carolina,2022,#Jobs,With Imports,428,,Importers
South Carolina,2022,#Jobs,With Imports,449,,Commercial Harvesters
South Carolina,2022,#Jobs,With Imports,753,,Retail
South Carolina,2022,#Jobs,Without Imports,"1,079",,Total Impacts
South Carolina,2022,#Jobs,Without Imports,,N/A - Data are not available.,Importers
South Carolina,2022,#Jobs,Without Imports,32,,Seafood Wholesalers & Distributors
South Carolina,2022,#Jobs,Without Imports,449,,Commercial Harvesters
South Carolina,2022,#Jobs,Without Imports,514,,Retail
South Carolina,2022,#Jobs,Without Imports,84,,Seafood Processors & Dealers
South Carolina,2022,Income,With Imports,"12,272,524",,Commercial Harvesters
South Carolina,2022,Income,With Imports,"12,424,661",,Retail
South Carolina,2022,Income,With Imports,"18,875,733",,Importers
South Carolina,2022,Income,With Imports,"3,391,670",,Seafood Processors & Dealers
South Carolina,2022,Income,With Imports,"4,264,685",,Seafood Wholesalers & Distributors
South Carolina,2022,Income,With Imports,"51,229,274",,Total Impacts
South Carolina,2022,Income,Without Imports,"1,119,146",,Seafood Wholesalers & Distributors
South Carolina,2022,Income,Without Imports,"12,272,524",,Commercial Harvesters
South Carolina,2022,Income,Without Imports,"2,498,767",,Seafood Processors & Dealers
South Carolina,2022,Income,Without Imports,"24,089,100",,Total Impacts
South Carolina,2022,Income,Without Imports,"8,198,663",,Retail
South Carolina,2022,Income,Without Imports,,N/A - Data are not available.,Importers
South Carolina,2022,Sales,With Imports,"117,775,268",,Importers
South Carolina,2022,Sales,With Imports,"12,139,371",,Seafood Wholesalers & Distributors
South Carolina,2022,Sales,With Imports,"195,054,312",,Total Impacts
South Carolina,2022,Sales,With Imports,"27,705,993",,Retail
South Carolina,2022,Sales,With Imports,"28,763,577",,Commercial Harvesters
South Carolina,2022,Sales,With Imports,"8,670,103",,Seafood Processors & Dealers
South Carolina,2022,Sales,Without Imports,"18,448,862",,Retail
South Carolina,2022,Sales,Without Imports,"28,763,577",,Commercial Harvesters
South Carolina,2022,Sales,Without Imports,"3,185,641",,Seafood Wholesalers & Distributors
South Carolina,2022,Sales,Without Imports,"56,785,660",,Total Impacts
South Carolina,2022,Sales,Without Imports,"6,387,580",,Seafood Processors & Dealers
South Carolina,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
South Carolina,2022,Value Added,With Imports,"15,997,859",,Retail
South Carolina,2022,Value Added,With Imports,"16,582,081",,Commercial Harvesters
South Carolina,2022,Value Added,With Imports,"35,903,058",,Importers
South Carolina,2022,Value Added,With Imports,"4,361,361",,Seafood Processors & Dealers
South Carolina,2022,Value Added,With Imports,"5,601,691",,Seafood Wholesalers & Distributors
South Carolina,2022,Value Added,With Imports,"78,446,051",,Total Impacts
South Carolina,2022,Value Added,Without Imports,"1,470,003",,Seafood Wholesalers & Distributors
South Carolina,2022,Value Added,Without Imports,"10,586,352",,Retail
South Carolina,2022,Value Added,Without Imports,"16,582,081",,Commercial Harvesters
South Carolina,2022,Value Added,Without Imports,"3,213,173",,Seafood Processors & Dealers
South Carolina,2022,Value Added,Without Imports,"31,851,609",,Total Impacts
South Carolina,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
Texas,2022,#Jobs,With Imports,"14,431",,Importers
Texas,2022,#Jobs,With Imports,"17,890",,Retail
Texas,2022,#Jobs,With Imports,"2,594",,Commercial Harvesters
Texas,2022,#Jobs,With Imports,"2,767",,Seafood Wholesalers & Distributors
Texas,2022,#Jobs,With Imports,"3,489",,Seafood Processors & Dealers
Texas,2022,#Jobs,With Imports,"41,171",,Total Impacts
Texas,2022,#Jobs,Without Imports,"2,594",,Commercial Harvesters
Texas,2022,#Jobs,Without Imports,"5,193",,Retail
Texas,2022,#Jobs,Without Imports,"8,885",,Total Impacts
Texas,2022,#Jobs,Without Imports,,N/A - Data are not available.,Importers
Texas,2022,#Jobs,Without Imports,247,,Seafood Wholesalers & Distributors
Texas,2022,#Jobs,Without Imports,851,,Seafood Processors & Dealers
Texas,2022,Income,With Imports,"1,259,222,196",,Total Impacts
Texas,2022,Income,With Imports,"107,423,787",,Seafood Processors & Dealers
Texas,2022,Income,With Imports,"121,922,121",,Seafood Wholesalers & Distributors
Texas,2022,Income,With Imports,"330,712,859",,Retail
Texas,2022,Income,With Imports,"62,967,991",,Commercial Harvesters
Texas,2022,Income,With Imports,"636,195,439",,Importers
Texas,2022,Income,Without Imports,"10,900,376",,Seafood Wholesalers & Distributors
Texas,2022,Income,Without Imports,"193,224,967",,Total Impacts
Texas,2022,Income,Without Imports,"26,200,390",,Seafood Processors & Dealers
Texas,2022,Income,Without Imports,"62,967,991",,Commercial Harvesters
Texas,2022,Income,Without Imports,"93,156,210",,Retail
Texas,2022,Income,Without Imports,,N/A - Data are not available.,Importers
Texas,2022,Sales,With Imports,"194,735,459",,Commercial Harvesters
Texas,2022,Sales,With Imports,"285,556,201",,Seafood Processors & Dealers
Texas,2022,Sales,With Imports,"3,969,545,809",,Importers
Texas,2022,Sales,With Imports,"365,407,723",,Seafood Wholesalers & Distributors
Texas,2022,Sales,With Imports,"5,584,289,532",,Total Impacts
Texas,2022,Sales,With Imports,"769,044,340",,Retail
Texas,2022,Sales,Without Imports,"194,735,459",,Commercial Harvesters
Texas,2022,Sales,Without Imports,"218,222,516",,Retail
Texas,2022,Sales,Without Imports,"32,669,067",,Seafood Wholesalers & Distributors
Texas,2022,Sales,Without Imports,"515,273,477",,Total Impacts
Texas,2022,Sales,Without Imports,"69,646,435",,Seafood Processors & Dealers
Texas,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
Texas,2022,Value Added,With Imports,"1,210,091,364",,Importers
Texas,2022,Value Added,With Imports,"141,480,891",,Seafood Processors & Dealers
Texas,2022,Value Added,With Imports,"168,838,561",,Seafood Wholesalers & Distributors
Texas,2022,Value Added,With Imports,"2,048,828,766",,Total Impacts
Texas,2022,Value Added,With Imports,"432,087,107",,Retail
Texas,2022,Value Added,With Imports,"96,330,843",,Commercial Harvesters
Texas,2022,Value Added,Without Imports,"121,950,300",,Retail
Texas,2022,Value Added,Without Imports,"15,094,912",,Seafood Wholesalers & Distributors
Texas,2022,Value Added,Without Imports,"267,882,887",,Total Impacts
Texas,2022,Value Added,Without Imports,"34,506,831",,Seafood Processors & Dealers
Texas,2022,Value Added,Without Imports,"96,330,843",,Commercial Harvesters
Texas,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
Virginia,2022,#Jobs,With Imports,"1,923",,Seafood Wholesalers & Distributors
Virginia,2022,#Jobs,With Imports,"10,170",,Retail
Virginia,2022,#Jobs,With Imports,"28,729",,Total Impacts
Virginia,2022,#Jobs,With Imports,"3,936",,Seafood Processors & Dealers
Virginia,2022,#Jobs,With Imports,"4,558",,Commercial Harvesters
Virginia,2022,#Jobs,With Imports,"8,142",,Importers
Virginia,2022,#Jobs,Without Imports,"1,427",,Seafood Processors & Dealers
Virginia,2022,#Jobs,Without Imports,"13,950",,Total Impacts
Virginia,2022,#Jobs,Without Imports,"4,558",,Commercial Harvesters
Virginia,2022,#Jobs,Without Imports,"7,479",,Retail
Virginia,2022,#Jobs,Without Imports,,N/A - Data are not available.,Importers
Virginia,2022,#Jobs,Without Imports,486,,Seafood Wholesalers & Distributors
Virginia,2022,Income,With Imports,"134,104,079",,Seafood Processors & Dealers
Virginia,2022,Income,With Imports,"184,471,997",,Retail
Virginia,2022,Income,With Imports,"358,959,283",,Importers
Virginia,2022,Income,With Imports,"80,446,898",,Seafood Wholesalers & Distributors
Virginia,2022,Income,With Imports,"851,594,455",,Total Impacts
Virginia,2022,Income,With Imports,"93,612,198",,Commercial Harvesters
Virginia,2022,Income,Without Imports,"130,841,984",,Retail
Virginia,2022,Income,Without Imports,"20,311,431",,Seafood Wholesalers & Distributors
Virginia,2022,Income,Without Imports,"293,379,960",,Total Impacts
Virginia,2022,Income,Without Imports,"48,614,347",,Seafood Processors & Dealers
Virginia,2022,Income,Without Imports,"93,612,198",,Commercial Harvesters
Virginia,2022,Income,Without Imports,,N/A - Data are not available.,Importers
Virginia,2022,Sales,With Imports,"2,239,728,910",,Importers
Virginia,2022,Sales,With Imports,"232,710,213",,Seafood Wholesalers & Distributors
Virginia,2022,Sales,With Imports,"287,957,362",,Commercial Harvesters
Virginia,2022,Sales,With Imports,"3,519,973,149",,Total Impacts
Virginia,2022,Sales,With Imports,"344,675,231",,Seafood Processors & Dealers
Virginia,2022,Sales,With Imports,"414,901,433",,Retail
Virginia,2022,Sales,Without Imports,"124,948,933",,Seafood Processors & Dealers
Virginia,2022,Sales,Without Imports,"287,957,362",,Commercial Harvesters
Virginia,2022,Sales,Without Imports,"297,442,011",,Retail
Virginia,2022,Sales,Without Imports,"58,755,347",,Seafood Wholesalers & Distributors
Virginia,2022,Sales,Without Imports,"769,103,653",,Total Impacts
Virginia,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
Virginia,2022,Value Added,With Imports,"1,338,919,503",,Total Impacts
Virginia,2022,Value Added,With Imports,"107,216,578",,Seafood Wholesalers & Distributors
Virginia,2022,Value Added,With Imports,"138,084,721",,Commercial Harvesters
Virginia,2022,Value Added,With Imports,"173,074,487",,Seafood Processors & Dealers
Virginia,2022,Value Added,With Imports,"237,776,282",,Retail
Virginia,2022,Value Added,With Imports,"682,767,435",,Importers
Virginia,2022,Value Added,Without Imports,"138,084,721",,Commercial Harvesters
Virginia,2022,Value Added,Without Imports,"169,174,052",,Retail
Virginia,2022,Value Added,Without Imports,"27,070,302",,Seafood Wholesalers & Distributors
Virginia,2022,Value Added,Without Imports,"397,070,667",,Total Impacts
Virginia,2022,Value Added,Without Imports,"62,741,592",,Seafood Processors & Dealers
Virginia,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
Washington,2022,#Jobs,With Imports,"23,777",,Importers
Washington,2022,#Jobs,With Imports,"24,889",,Seafood Processors & Dealers
Washington,2022,#Jobs,With Imports,"27,535",,Retail
Washington,2022,#Jobs,With Imports,"3,792",,Seafood Wholesalers & Distributors
Washington,2022,#Jobs,With Imports,"7,903",,Commercial Harvesters
Washington,2022,#Jobs,With Imports,"87,896",,Total Impacts
Washington,2022,#Jobs,Without Imports,"14,139",,Retail
Washington,2022,#Jobs,Without Imports,"26,015",,Total Impacts
Washington,2022,#Jobs,Without Imports,"3,006",,Seafood Processors & Dealers
Washington,2022,#Jobs,Without Imports,"7,903",,Commercial Harvesters
Washington,2022,#Jobs,Without Imports,,N/A - Data are not available.,Importers
Washington,2022,#Jobs,Without Imports,966,,Seafood Wholesalers & Distributors
Washington,2022,Income,With Imports,"1,048,258,725",,Importers
Washington,2022,Income,With Imports,"162,783,881",,Seafood Wholesalers & Distributors
Washington,2022,Income,With Imports,"2,913,496,896",,Total Impacts
Washington,2022,Income,With Imports,"275,824,392",,Commercial Harvesters
Washington,2022,Income,With Imports,"540,710,650",,Retail
Washington,2022,Income,With Imports,"885,919,249",,Seafood Processors & Dealers
Washington,2022,Income,Without Imports,"107,015,155",,Seafood Processors & Dealers
Washington,2022,Income,Without Imports,"275,824,392",,Commercial Harvesters
Washington,2022,Income,Without Imports,"275,985,467",,Retail
Washington,2022,Income,Without Imports,"41,466,577",,Seafood Wholesalers & Distributors
Washington,2022,Income,Without Imports,"700,291,591",,Total Impacts
Washington,2022,Income,Without Imports,,N/A - Data are not available.,Importers
Washington,2022,Sales,With Imports,"1,254,380,579",,Retail
Washington,2022,Sales,With Imports,"11,289,664,770",,Total Impacts
Washington,2022,Sales,With Imports,"2,358,769,989",,Seafood Processors & Dealers
Washington,2022,Sales,With Imports,"485,862,971",,Seafood Wholesalers & Distributors
Washington,2022,Sales,With Imports,"6,540,617,515",,Importers
Washington,2022,Sales,With Imports,"650,033,715",,Commercial Harvesters
Washington,2022,Sales,Without Imports,"1,699,835,203",,Total Impacts
Washington,2022,Sales,Without Imports,"123,765,993",,Seafood Wholesalers & Distributors
Washington,2022,Sales,Without Imports,"284,929,066",,Seafood Processors & Dealers
Washington,2022,Sales,Without Imports,"641,106,428",,Retail
Washington,2022,Sales,Without Imports,"650,033,715",,Commercial Harvesters
Washington,2022,Sales,Without Imports,,N/A - Data are not available.,Importers
Washington,2022,Value Added,With Imports,"1,172,378,362",,Seafood Processors & Dealers
Washington,2022,Value Added,With Imports,"1,993,866,591",,Importers
Washington,2022,Value Added,With Imports,"222,091,097",,Seafood Wholesalers & Distributors
Washington,2022,Value Added,With Imports,"390,136,184",,Commercial Harvesters
Washington,2022,Value Added,With Imports,"4,488,520,320",,Total Impacts
Washington,2022,Value Added,With Imports,"710,048,086",,Retail
Washington,2022,Value Added,Without Imports,"141,618,164",,Seafood Processors & Dealers
Washington,2022,Value Added,Without Imports,"362,562,138",,Retail
Washington,2022,Value Added,Without Imports,"390,136,184",,Commercial Harvesters
Washington,2022,Value Added,Without Imports,"56,574,074",,Seafood Wholesalers & Distributors
Washington,2022,Value Added,Without Imports,"950,890,560",,Total Impacts
Washington,2022,Value Added,Without Imports,,N/A - Data are not available.,Importers
