Area,Year,Key Species,Number Of Fish,Hr,Notes
Maryland,2018,Black sea bass,"154,196",H,
Maryland,2018,Bluefish,"274,834",H,
Maryland,2018,Bluefish,"417,810",R,
Maryland,2018,Spot,"1,209,971",H,
Maryland,2018,Spot,"943,468",R,
Maryland,2018,Striped bass,"7,457,529",R,
Maryland,2018,Striped bass,"993,304",H,
Maryland,2018,Summer flounder,"48,279",H,
Maryland,2018,Summer flounder,"793,422",R,
Maryland,2018,Tautog,"18,372",H,
Maryland,2018,Tautog,"214,979",R,
Maryland,2018,Weakfish drum,"5,029",R,
Maryland,2018,Weakfish drum,0,H,
Maryland,2018,White perch,"2,808,475",H,
Maryland,2018,White perch,"4,141,225",R,
Maryland,2018,Yellowfin tuna,156,R,
Maryland,2018,Yellowfin tuna,873,H,
Maryland,2019,Atlantic croaker,"1,243,785",R,
Maryland,2019,Atlantic croaker,"69,771",H,
Maryland,2019,Black sea bass,"1,635,747",R,
Maryland,2019,Black sea bass,"129,432",H,
Maryland,2019,Bluefish,"111,769",H,
Maryland,2019,Bluefish,"226,968",R,
Maryland,2019,Spot,"2,634,233",H,
Maryland,2019,Spot,"3,311,565",R,
Maryland,2019,Striped bass,"6,998,203",R,
Maryland,2019,Striped bass,"765,170",H,
Maryland,2019,Summer flounder,"79,371",H,
Maryland,2019,Summer flounder,"938,193",R,
Maryland,2019,Tautog,"721,962",R,
Maryland,2019,Tautog,779,H,
Maryland,2019,Weakfish drum,"19,260",R,
Maryland,2019,Weakfish drum,"7,191",H,
Maryland,2019,White perch,"5,223,059",H,
Maryland,2019,White perch,"8,129,707",R,
Maryland,2019,Yellowfin tuna,"19,885",R,
Maryland,2019,Yellowfin tuna,"34,064",H,
Maryland,2020,Atlantic croaker,"2,870,268",R,
Maryland,2020,Atlantic croaker,"244,788",H,
Maryland,2020,Black sea bass,"80,986",H,
Maryland,2020,Black sea bass,"830,324",R,
Maryland,2020,Bluefish,"173,846",H,
Maryland,2020,Bluefish,"320,368",R,
Maryland,2020,Spot,"3,640,484",H,
Maryland,2020,Spot,"5,560,590",R,
Maryland,2020,Striped bass,"7,044,224",R,
Maryland,2020,Striped bass,"734,808",H,
Maryland,2020,Summer flounder,"80,363",H,
Maryland,2020,Summer flounder,"829,970",R,
Maryland,2020,Tautog,"310,282",R,
Maryland,2020,Tautog,"44,088",H,
Maryland,2020,Weakfish drum,"5,186",R,
Maryland,2020,Weakfish drum,44,H,
Maryland,2020,White perch,"6,591,594",H,
Maryland,2020,White perch,"7,722,998",R,
Maryland,2020,Yellowfin tuna,"52,047",H,
Maryland,2020,Yellowfin tuna,0,R,
Maryland,2021,Atlantic croaker,"1,909,466",R,
Maryland,2021,Atlantic croaker,"174,056",H,
Maryland,2021,Black sea bass,"212,050",H,
Maryland,2021,Black sea bass,"3,559,416",R,
Maryland,2021,Bluefish,"105,710",H,
Maryland,2021,Bluefish,"211,239",R,
Maryland,2021,Spot,"4,037,517",H,
Maryland,2021,Spot,"6,529,999",R,
Maryland,2021,Striped bass,"3,921,541",R,
Maryland,2021,Striped bass,"583,701",H,
Maryland,2021,Summer flounder,"526,461",R,
Maryland,2021,Summer flounder,"68,757",H,
Maryland,2021,Tautog,"2,316,084",R,
Maryland,2021,Tautog,"48,258",H,
Maryland,2021,Weakfish drum,"1,116",H,
Maryland,2021,Weakfish drum,"27,429",R,
Maryland,2021,White perch,"10,267,649",R,
Maryland,2021,White perch,"4,524,189",H,
Maryland,2021,Yellowfin tuna,"3,856",R,
Maryland,2021,Yellowfin tuna,"47,062",H,
Maryland,2022,Atlantic croaker,"1,537,746",R,
Maryland,2022,Atlantic croaker,"55,408",H,
Maryland,2022,Black sea bass,"1,072,539",R,
Maryland,2022,Black sea bass,"158,822",H,
Maryland,2022,Bluefish,"237,374",R,
Maryland,2022,Bluefish,"249,382",H,
Maryland,2022,Spot,"1,638,380",H,
Maryland,2022,Spot,"3,671,723",R,
Maryland,2022,Striped bass,"3,413,119",R,
Maryland,2022,Striped bass,"642,195",H,
Maryland,2022,Summer flounder,"653,381",R,
Maryland,2022,Summer flounder,"86,031",H,
Maryland,2022,Tautog,"23,546",H,
Maryland,2022,Tautog,"619,025",R,
Maryland,2022,Weakfish drum,"1,290",H,
Maryland,2022,Weakfish drum,"8,196",R,
Maryland,2022,White perch,"4,191,717",H,
Maryland,2022,White perch,"4,375,033",R,
Maryland,2022,Yellowfin tuna,"47,175",H,
Maryland,2022,Yellowfin tuna,"5,292",R,
Massachusetts,2013,Atlantic bonito,"2,192",R,
Massachusetts,2013,Atlantic bonito,0,H,
Massachusetts,2013,Atlantic cod,"1,382,255",R,
Massachusetts,2013,Atlantic cod,"543,603",H,
Massachusetts,2013,Atlantic mackerel,"416,965",R,
Massachusetts,2013,Atlantic mackerel,"5,113,942",H,
Massachusetts,2013,Bluefish,"1,519,691",H,
Massachusetts,2013,Bluefish,"1,644,149",R,
Massachusetts,2013,Haddock,"188,514",H,
Massachusetts,2013,Haddock,"582,939",R,
Massachusetts,2013,Scup,"2,853,773",R,
Massachusetts,2013,Scup,"3,783,126",H,
Massachusetts,2013,Striped bass,"4,670,184",R,
Massachusetts,2013,Striped bass,"658,713",H,
Massachusetts,2013,Summer flounder,"143,593",R,
Massachusetts,2013,Summer flounder,"80,430",H,
Massachusetts,2013,Tautog,"1,011,792",R,
Massachusetts,2013,Tautog,"239,699",H,
Massachusetts,2013,Winter flounder,"114,649",H,
Massachusetts,2013,Winter flounder,"40,201",R,
Massachusetts,2014,Atlantic bonito,"30,620",H,
Massachusetts,2014,Atlantic bonito,"41,634",R,
Massachusetts,2014,Atlantic cod,"251,913",H,
Massachusetts,2014,Atlantic cod,"805,528",R,
Massachusetts,2014,Atlantic mackerel,"4,334,049",H,
Massachusetts,2014,Atlantic mackerel,"524,350",R,
Massachusetts,2014,Bluefish,"2,888,137",R,
Massachusetts,2014,Bluefish,"738,931",H,
Massachusetts,2014,Haddock,"152,577",H,
Massachusetts,2014,Haddock,"665,734",R,
Massachusetts,2014,Scup,"2,301,759",R,
Massachusetts,2014,Scup,"2,802,295",H,
Massachusetts,2014,Striped bass,"523,531",H,
Massachusetts,2014,Striped bass,"6,425,468",R,
Massachusetts,2014,Summer flounder,"256,246",H,
Massachusetts,2014,Summer flounder,"642,703",R,
Massachusetts,2014,Tautog,"2,168,018",R,
Massachusetts,2014,Tautog,"444,332",H,
Massachusetts,2014,Winter flounder,"101,067",R,
Massachusetts,2014,Winter flounder,"168,071",H,
Massachusetts,2015,Atlantic bonito,"11,521",H,
Massachusetts,2015,Atlantic bonito,"12,983",R,
Massachusetts,2015,Atlantic cod,"316,582",R,
Massachusetts,2015,Atlantic cod,"4,683",H,
Massachusetts,2015,Atlantic mackerel,"11,514,189",H,
Massachusetts,2015,Atlantic mackerel,"2,384,764",R,
Massachusetts,2015,Bluefish,"478,829",R,
Massachusetts,2015,Bluefish,"693,309",H,
Massachusetts,2015,Haddock,"212,911",R,
Massachusetts,2015,Haddock,"74,164",H,
Massachusetts,2015,Scup,"1,906,423",R,
Massachusetts,2015,Scup,"1,977,462",H,
Massachusetts,2015,Striped bass,"4,470,735",R,
Massachusetts,2015,Striped bass,"485,317",H,
Massachusetts,2015,Summer flounder,"212,517",H,
Massachusetts,2015,Summer flounder,"241,778",R,
Massachusetts,2015,Tautog,"188,145",H,
Massachusetts,2015,Tautog,"669,692",R,
Massachusetts,2015,Winter flounder,"113,307",R,
Massachusetts,2015,Winter flounder,"134,217",H,
Massachusetts,2016,Atlantic bonito,"1,283",H,
Massachusetts,2016,Atlantic bonito,"13,377",R,
Massachusetts,2016,Atlantic cod,"1,145,225",R,
Massachusetts,2016,Atlantic cod,"55,792",H,
Massachusetts,2016,Atlantic mackerel,"683,749",R,
Massachusetts,2016,Atlantic mackerel,"9,199,097",H,
Massachusetts,2016,Bluefish,"1,059,192",R,
Massachusetts,2016,Bluefish,"976,993",H,
Massachusetts,2016,Haddock,"2,486,894",R,
Massachusetts,2016,Haddock,"740,546",H,
Massachusetts,2016,Scup,"1,790,615",H,
Massachusetts,2016,Scup,"3,003,682",R,
Massachusetts,2016,Striped bass,"230,069",H,
Massachusetts,2016,Striped bass,"6,299,215",R,
Massachusetts,2016,Summer flounder,"105,536",H,
Massachusetts,2016,Summer flounder,"267,424",R,
Massachusetts,2016,Tautog,"261,482",R,
Massachusetts,2016,Tautog,"73,516",H,
Massachusetts,2016,Winter flounder,"230,126",R,
Massachusetts,2016,Winter flounder,"70,794",H,
Massachusetts,2017,Atlantic bonito,"2,732",H,
Massachusetts,2017,Atlantic bonito,242,R,
Massachusetts,2017,Atlantic cod,"1,727,632",R,
Massachusetts,2017,Atlantic cod,"47,697",H,
Massachusetts,2017,Atlantic mackerel,"12,295,246",H,
Massachusetts,2017,Atlantic mackerel,"2,689,237",R,
Massachusetts,2017,Bluefish,"527,748",R,
Massachusetts,2017,Bluefish,"595,410",H,
Massachusetts,2017,Haddock,"1,464,960",H,
Massachusetts,2017,Haddock,"2,047,807",R,
Massachusetts,2017,Scup,"2,086,417",H,
Massachusetts,2017,Scup,"3,419,121",R,
Massachusetts,2017,Striped bass,"12,865,549",R,
Massachusetts,2017,Striped bass,"392,296",H,
Massachusetts,2017,Summer flounder,"110,458",R,
Massachusetts,2017,Summer flounder,"65,367",H,
Massachusetts,2017,Tautog,"1,888,975",R,
Massachusetts,2017,Tautog,"635,828",H,
Massachusetts,2017,Winter flounder,"124,689",R,
Massachusetts,2017,Winter flounder,"285,005",H,
Massachusetts,2018,Atlantic bonito,"24,139",H,
Massachusetts,2018,Atlantic bonito,"378,413",R,
Massachusetts,2018,Atlantic cod,"4,966",H,
Massachusetts,2018,Atlantic cod,"605,464",R,
Massachusetts,2018,Atlantic mackerel,"1,413,932",R,
Massachusetts,2018,Atlantic mackerel,"4,982,742",H,
Massachusetts,2018,Bluefish,"182,424",H,
Massachusetts,2018,Bluefish,"531,801",R,
Massachusetts,2018,Haddock,"504,347",H,
Massachusetts,2018,Haddock,"702,526",R,
Massachusetts,2018,Scup,"3,223,241",R,
Massachusetts,2018,Scup,"3,265,715",H,
Massachusetts,2018,Striped bass,"389,457",H,
Massachusetts,2018,Striped bass,"5,377,213",R,
Massachusetts,2018,Summer flounder,"138,191",R,
Massachusetts,2018,Summer flounder,"67,302",H,
Massachusetts,2018,Tautog,"399,345",R,
Massachusetts,2018,Tautog,"77,951",H,
Massachusetts,2018,Winter flounder,"126,122",H,
Massachusetts,2018,Winter flounder,"51,986",R,
Massachusetts,2019,Atlantic bonito,"23,917",R,
Massachusetts,2019,Atlantic bonito,"68,356",H,
Massachusetts,2019,Atlantic cod,"204,263",R,
Massachusetts,2019,Atlantic cod,"4,891",H,
Massachusetts,2019,Atlantic mackerel,"1,235,332",R,
Massachusetts,2019,Atlantic mackerel,"4,412,256",H,
Massachusetts,2019,Bluefish,"265,628",H,
Massachusetts,2019,Bluefish,"471,132",R,
Massachusetts,2019,Haddock,"251,245",R,
Massachusetts,2019,Haddock,"602,285",H,
Massachusetts,2019,Scup,"1,961,012",H,
Massachusetts,2019,Scup,"1,985,298",R,
Massachusetts,2019,Striped bass,"195,608",H,
Massachusetts,2019,Striped bass,"5,498,550",R,
Massachusetts,2019,Summer flounder,"224,421",R,
Massachusetts,2019,Summer flounder,"55,386",H,
Massachusetts,2019,Tautog,"1,190,619",R,
Massachusetts,2019,Tautog,"168,766",H,
Massachusetts,2019,Winter flounder,"27,841",R,
Massachusetts,2019,Winter flounder,"54,803",H,
Massachusetts,2020,Atlantic bonito,"20,509",R,
Massachusetts,2020,Atlantic bonito,"27,580",H,
Massachusetts,2020,Atlantic cod,"1,644",H,
Massachusetts,2020,Atlantic cod,"355,191",R,
Massachusetts,2020,Atlantic mackerel,"4,825,768",H,
Massachusetts,2020,Atlantic mackerel,"492,829",R,
Massachusetts,2020,Bluefish,"162,128",H,
Massachusetts,2020,Bluefish,"744,141",R,
Massachusetts,2020,Haddock,"302,452",R,
Massachusetts,2020,Haddock,"702,820",H,
Massachusetts,2020,Scup,"1,279,837",H,
Massachusetts,2020,Scup,"1,498,301",R,
Massachusetts,2020,Striped bass,"5,127,649",R,
Massachusetts,2020,Striped bass,"67,158",H,
Massachusetts,2020,Summer flounder,"315,397",R,
Massachusetts,2020,Summer flounder,"69,680",H,
Massachusetts,2020,Tautog,"184,653",H,
Massachusetts,2020,Tautog,"2,056,355",R,
Massachusetts,2020,Winter flounder,"22,925",R,
Massachusetts,2020,Winter flounder,"46,143",H,
Massachusetts,2021,Atlantic bonito,"8,700",H,
Massachusetts,2021,Atlantic bonito,"96,060",R,
Massachusetts,2021,Atlantic cod,"312,377",R,
Massachusetts,2021,Atlantic cod,"80,028",H,
Massachusetts,2021,Atlantic mackerel,"4,377,941",H,
Massachusetts,2021,Atlantic mackerel,"860,038",R,
Massachusetts,2021,Bluefish,"116,546",H,
Massachusetts,2021,Bluefish,"738,496",R,
Massachusetts,2021,Haddock,"219,916",R,
Massachusetts,2021,Haddock,"552,713",H,
Massachusetts,2021,Scup,"2,875,241",R,
Massachusetts,2021,Scup,"3,691,578",H,
Massachusetts,2021,Striped bass,"179,116",H,
Massachusetts,2021,Striped bass,"4,675,035",R,
Massachusetts,2021,Summer flounder,"176,682",R,
Massachusetts,2021,Summer flounder,"52,097",H,
Massachusetts,2021,Tautog,"2,764,485",R,
Massachusetts,2021,Tautog,"518,470",H,
Massachusetts,2021,Winter flounder,"26,251",R,
Massachusetts,2021,Winter flounder,"65,713",H,
Massachusetts,2022,Atlantic bonito,"55,620",H,
Massachusetts,2022,Atlantic bonito,"99,490",R,
Massachusetts,2022,Atlantic cod,"354,626",R,
Massachusetts,2022,Atlantic cod,"37,306",H,
Massachusetts,2022,Atlantic mackerel,"2,067,228",H,
Massachusetts,2022,Atlantic mackerel,"242,025",R,
Massachusetts,2022,Bluefish,"1,338,720",R,
Massachusetts,2022,Bluefish,"183,470",H,
Massachusetts,2022,Haddock,"360,068",H,
Massachusetts,2022,Haddock,"58,491",R,
Massachusetts,2022,Scup,"2,211,019",H,
Massachusetts,2022,Scup,"2,684,225",R,
Massachusetts,2022,Striped bass,"479,920",H,
Massachusetts,2022,Striped bass,"5,796,858",R,
Massachusetts,2022,Summer flounder,"327,234",R,
Massachusetts,2022,Summer flounder,"88,013",H,
Massachusetts,2022,Tautog,"1,791,323",R,
Massachusetts,2022,Tautog,"442,457",H,
Massachusetts,2022,Winter flounder,"108,750",H,
Massachusetts,2022,Winter flounder,"23,596",R,
Mississippi,2013,Atlantic croaker,"630,462",R,
Mississippi,2013,Atlantic croaker,"819,163",H,
Mississippi,2013,Kingfish,"195,405",R,
Mississippi,2013,Kingfish,"976,053",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2013,Red drum,"320,002",H,
Mississippi,2013,Red drum,"827,978",R,
Mississippi,2013,Red snapper,"133,688",R,
Mississippi,2013,Red snapper,"47,796",H,
Mississippi,2013,Sand and silver seatrouts,"1,589,474",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2013,Sand and silver seatrouts,"493,542",R,
Mississippi,2013,Sharks,"109,401",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2013,Sharks,"147,143",R,
Mississippi,2013,Sheepshead,"122,046",R,
Mississippi,2013,Sheepshead,"206,905",H,
Mississippi,2013,South flounder,"278,761",R,
Mississippi,2013,South flounder,"448,244",H,
Mississippi,2013,Spotted seatrout,"1,985,166",H,
Mississippi,2013,Spotted seatrout,"2,353,755",R,
Mississippi,2013,Striped mullet,"1,883,203",H,
Mississippi,2013,Striped mullet,"57,373",R,
Mississippi,2014,Atlantic croaker,"2,120,118",H,
Mississippi,2014,Atlantic croaker,"703,926",R,
Mississippi,2014,Kingfish,"297,919",R,
Mississippi,2014,Kingfish,"437,341",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2014,Red drum,"201,290",H,
Mississippi,2014,Red drum,"884,874",R,
Mississippi,2014,Red snapper,"127,499",R,
Mississippi,2014,Red snapper,"13,230",H,
Mississippi,2014,Sand and silver seatrouts,"1,796,947",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2014,Sand and silver seatrouts,"305,257",R,
Mississippi,2014,Sharks,"11,909",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2014,Sharks,"65,199",R,
Mississippi,2014,Sheepshead,"198,408",H,
Mississippi,2014,Sheepshead,"51,859",R,
Mississippi,2014,South flounder,"138,004",R,
Mississippi,2014,South flounder,"254,860",H,
Mississippi,2014,Spotted seatrout,"1,182,563",H,
Mississippi,2014,Spotted seatrout,"1,818,270",R,
Mississippi,2014,Striped mullet,"17,081",R,
Mississippi,2014,Striped mullet,"868,738",H,
Mississippi,2015,Atlantic croaker,"1,690,453",R,
Mississippi,2015,Atlantic croaker,"957,153",H,
Mississippi,2015,Kingfish,"1,066,473",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2015,Kingfish,"121,941",R,
Mississippi,2015,Red drum,"203,333",H,
Mississippi,2015,Red drum,"575,125",R,
Mississippi,2015,Red snapper,"20,106",H,
Mississippi,2015,Red snapper,"471,621",R,
Mississippi,2015,Sand and silver seatrouts,"2,391,446",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2015,Sand and silver seatrouts,"417,874",R,
Mississippi,2015,Sharks,"11,313",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2015,Sharks,"26,848",R,
Mississippi,2015,Sheepshead,"1,058,792",R,
Mississippi,2015,Sheepshead,"185,269",H,
Mississippi,2015,South flounder,"171,988",H,
Mississippi,2015,South flounder,"224,682",R,
Mississippi,2015,Spotted seatrout,"1,741,251",R,
Mississippi,2015,Spotted seatrout,"1,837,700",H,
Mississippi,2015,Striped mullet,"2,664,099",H,
Mississippi,2015,Striped mullet,"322,642",R,
Mississippi,2016,Atlantic croaker,"1,241,300",H,
Mississippi,2016,Atlantic croaker,"3,292,185",R,
Mississippi,2016,Kingfish,"1,712,524",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2016,Kingfish,"409,152",R,
Mississippi,2016,Red drum,"329,040",H,
Mississippi,2016,Red drum,"769,205",R,
Mississippi,2016,Red snapper,"333,041",R,
Mississippi,2016,Red snapper,"91,279",H,
Mississippi,2016,Sand and silver seatrouts,"1,059,039",R,
Mississippi,2016,Sand and silver seatrouts,"3,241,947",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2016,Sharks,"134,485",R,
Mississippi,2016,Sharks,"5,928",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2016,Sheepshead,"106,948",H,
Mississippi,2016,Sheepshead,"47,851",R,
Mississippi,2016,South flounder,"110,316",R,
Mississippi,2016,South flounder,"225,496",H,
Mississippi,2016,Spotted seatrout,"3,409,754",H,
Mississippi,2016,Spotted seatrout,"3,693,158",R,
Mississippi,2016,Striped mullet,"1,254,026",H,
Mississippi,2016,Striped mullet,"17,502",R,
Mississippi,2017,Atlantic croaker,"1,262,015",H,
Mississippi,2017,Atlantic croaker,"4,238,599",R,
Mississippi,2017,Kingfish,"390,617",R,
Mississippi,2017,Kingfish,"798,081",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2017,Red drum,"1,662,384",R,
Mississippi,2017,Red drum,"245,899",H,
Mississippi,2017,Red snapper,"120,714",H,
Mississippi,2017,Red snapper,"750,477",R,
Mississippi,2017,Sand and silver seatrouts,"1,512,807",R,
Mississippi,2017,Sand and silver seatrouts,"4,923,738",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2017,Sharks,"12,031",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2017,Sharks,"28,055",R,
Mississippi,2017,Sheepshead,"77,309",R,
Mississippi,2017,Sheepshead,"815,357",H,
Mississippi,2017,South flounder,"38,847",R,
Mississippi,2017,South flounder,"96,374",H,
Mississippi,2017,Spotted seatrout,"1,389,949",H,
Mississippi,2017,Spotted seatrout,"4,053,003",R,
Mississippi,2017,Striped mullet,"4,775",R,
Mississippi,2017,Striped mullet,"615,130",H,
Mississippi,2018,Atlantic croaker,"1,269,509",H,
Mississippi,2018,Atlantic croaker,"4,503,170",R,
Mississippi,2018,Kingfish,"129,709",R,
Mississippi,2018,Kingfish,"698,082",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2018,Red drum,"1,499,786",R,
Mississippi,2018,Red drum,"383,945",H,
Mississippi,2018,Red snapper,"100,908",H,
Mississippi,2018,Red snapper,"245,652",R,
Mississippi,2018,Sand and silver seatrouts,"1,789,661",R,
Mississippi,2018,Sand and silver seatrouts,"2,539,983",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2018,Sharks,"3,891",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2018,Sharks,"94,480",R,
Mississippi,2018,Sheepshead,"124,428",R,
Mississippi,2018,Sheepshead,"97,699",H,
Mississippi,2018,South flounder,"125,827",H,
Mississippi,2018,South flounder,"248,755",R,
Mississippi,2018,Spotted seatrout,"1,382,782",H,
Mississippi,2018,Spotted seatrout,"2,058,693",R,
Mississippi,2018,Striped mullet,"1,630,907",H,
Mississippi,2018,Striped mullet,"133,195",R,
Mississippi,2019,Atlantic croaker,"1,985,570",H,
Mississippi,2019,Atlantic croaker,"4,776,191",R,
Mississippi,2019,Kingfish,"225,637",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2019,Kingfish,"254,445",R,
Mississippi,2019,Red drum,"1,338,707",R,
Mississippi,2019,Red drum,"501,875",H,
Mississippi,2019,Red snapper,"176,573",H,
Mississippi,2019,Red snapper,"638,820",R,
Mississippi,2019,Sand and silver seatrouts,"1,612,254",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2019,Sand and silver seatrouts,"871,889",R,
Mississippi,2019,Sharks,"3,022",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2019,Sharks,"33,977",R,
Mississippi,2019,Sheepshead,"100,023",H,
Mississippi,2019,Sheepshead,"127,906",R,
Mississippi,2019,South flounder,"101,665",R,
Mississippi,2019,South flounder,"180,977",H,
Mississippi,2019,Spotted seatrout,"1,132,189",H,
Mississippi,2019,Spotted seatrout,"2,828,048",R,
Mississippi,2019,Striped mullet,"283,238",H,
Mississippi,2019,Striped mullet,"290,859",R,
Mississippi,2020,Atlantic croaker,"2,072,277",H,
Mississippi,2020,Atlantic croaker,"2,800,341",R,
Mississippi,2020,Kingfish,"545,060",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2020,Kingfish,"73,433",R,
Mississippi,2020,Red drum,"1,396,192",R,
Mississippi,2020,Red drum,"239,953",H,
Mississippi,2020,Red snapper,"187,565",R,
Mississippi,2020,Red snapper,"51,376",H,
Mississippi,2020,Sand and silver seatrouts,"1,038,168",R,
Mississippi,2020,Sand and silver seatrouts,"2,054,956",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2020,Sharks,"110,751",R,
Mississippi,2020,Sharks,"2,391",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2020,Sheepshead,"202,729",H,
Mississippi,2020,Sheepshead,"336,053",R,
Mississippi,2020,South flounder,"153,127",R,
Mississippi,2020,South flounder,"94,734",H,
Mississippi,2020,Spotted seatrout,"2,546,112",R,
Mississippi,2020,Spotted seatrout,"680,686",H,
Mississippi,2020,Striped mullet,"29,434",R,
Mississippi,2020,Striped mullet,"822,843",H,
Mississippi,2021,Atlantic croaker,"281,233",H,
Mississippi,2021,Atlantic croaker,"3,178,156",R,
Mississippi,2021,Kingfish,"1,413,912",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2021,Kingfish,"153,538",R,
Mississippi,2021,Red drum,"246,560",H,
Mississippi,2021,Red drum,"748,725",R,
Mississippi,2021,Red snapper,"141,925",H,
Mississippi,2021,Red snapper,"499,318",R,
Mississippi,2021,Sand and silver seatrouts,"1,428,387",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2021,Sand and silver seatrouts,"688,057",R,
Mississippi,2021,Sharks,"4,773",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2021,Sharks,"98,848",R,
Mississippi,2021,Sheepshead,"152,672",R,
Mississippi,2021,Sheepshead,"425,188",H,
Mississippi,2021,South flounder,"133,980",H,
Mississippi,2021,South flounder,"312,366",R,
Mississippi,2021,Spotted seatrout,"3,095,228",R,
Mississippi,2021,Spotted seatrout,"802,109",H,
Mississippi,2021,Striped mullet,"55,709",R,
Mississippi,2021,Striped mullet,"83,179",H,
Mississippi,2022,Atlantic croaker,"1,008,300",H,
Mississippi,2022,Atlantic croaker,"1,990,463",R,
Mississippi,2022,Kingfish,"1,114,503",H,Kingfish include south kingfish and Gulf kingfish.
Mississippi,2022,Kingfish,"251,130",R,
Mississippi,2022,Red drum,"255,551",H,
Mississippi,2022,Red drum,"806,775",R,
Mississippi,2022,Red snapper,"138,876",H,
Mississippi,2022,Red snapper,"357,872",R,
Mississippi,2022,Sand and silver seatrouts,"2,580,178",R,
Mississippi,2022,Sand and silver seatrouts,"3,744,442",H,Sand and silver seatrouts include silver seatrout and sand seatrout.
Mississippi,2022,Sharks,"181,185",R,
Mississippi,2022,Sharks,"5,727",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
Mississippi,2022,Sheepshead,"144,976",R,
Mississippi,2022,Sheepshead,"318,487",H,
Mississippi,2022,South flounder,"351,046",H,
Mississippi,2022,South flounder,"597,548",R,
Mississippi,2022,Spotted seatrout,"1,890,471",H,
Mississippi,2022,Spotted seatrout,"4,392,053",R,
Mississippi,2022,Striped mullet,"202,334",H,
Mississippi,2022,Striped mullet,"97,510",R,
New Hampshire,2013,Atlantic cod,"187,676",H,
New Hampshire,2013,Atlantic cod,"258,679",R,
New Hampshire,2013,Atlantic mackerel,"2,536,632",H,
New Hampshire,2013,Atlantic mackerel,"50,864",R,
New Hampshire,2013,Bluefin tuna,,H,N/A - Data are not available.
New Hampshire,2013,Bluefin tuna,,R,N/A - Data are not available.
New Hampshire,2013,Bluefish,0,H,
New Hampshire,2013,Bluefish,122,R,
New Hampshire,2013,Haddock,"106,760",H,
New Hampshire,2013,Haddock,"404,340",R,
New Hampshire,2013,Other flounders,"9,944",R,
New Hampshire,2013,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2013,Pollock,"228,143",H,
New Hampshire,2013,Pollock,"469,382",R,
New Hampshire,2013,Striped bass,"295,427",R,
New Hampshire,2013,Striped bass,"63,157",H,
New Hampshire,2013,Winter flounder,"3,278",R,
New Hampshire,2013,Winter flounder,0,H,
New Hampshire,2014,Atlantic cod,"208,565",R,
New Hampshire,2014,Atlantic cod,"66,371",H,
New Hampshire,2014,Atlantic mackerel,"1,767,920",H,
New Hampshire,2014,Atlantic mackerel,"125,336",R,
New Hampshire,2014,Bluefin tuna,,H,N/A - Data are not available.
New Hampshire,2014,Bluefin tuna,,R,N/A - Data are not available.
